"BORROWER_ID","EMP_LENGTH","EMP_TITLE","HOME_OWNERSHIP","ANNUAL_INCOME"
573688,"3 years","Cabot Coproration","MORTGAGE",64260
1036480,"7 years","M&M Excavation Co","MORTGAGE",90000
624359,"2 years","Universal Health Services","MORTGAGE",125555
610374,"7 years","Dell Services","MORTGAGE",72000
626120,"2 years","Ameriprise Financial","MORTGAGE",53000
485833,"2 years","NCI Information Systems Inc","MORTGAGE",94896
670637,"3 years","OfficeMax","MORTGAGE",741600
638058,"10+ years","Qwest","MORTGAGE",99000
957641,"5 years","KOAM-TV","MORTGAGE",40000
814312,"1 year","Gulf Coast Racing","MORTGAGE",51000
624141,"10+ years","ken caudill","MORTGAGE",95000
1026442,"10+ years","Dans Fan City","MORTGAGE",84000
380928,"10+ years","Stop and Shop Co.","MORTGAGE",40000
691266,"3 years","Florida Highway Patrol","MORTGAGE",36000
560256,"4 years","general dynamics","MORTGAGE",175500
1067796,"4 years","mid-atlantic lubes","MORTGAGE",48000
674781,"9 years","Baron  and  Budd  P.C.","MORTGAGE",74000
963594,"8 years","healthcare report.com","MORTGAGE",57850
289876,"1 year","Greenleaf Ventures, Inc","MORTGAGE",27000
946601,"2 years","","MORTGAGE",160000
404926,"2 years","Pennsylvania Air National Guard","MORTGAGE",55992
539761,"3 years","CCT, PSI, and others","MORTGAGE",50000
591148,"7 years","Third Ward Cafe","MORTGAGE",27000
521399,"2 years","Blue Cross Blue Shield","MORTGAGE",37400
991574,"10+ years","J.L. French","MORTGAGE",42000
732232,"4 years","CitationAir LLC","MORTGAGE",67000
539366,"7 years","Social Security Administration","MORTGAGE",96000
915440,"8 years","Indian Health Service","MORTGAGE",95400
563479,"< 1 year","r@k building supply","MORTGAGE",27600
700343,"10+ years","Plano ISD","MORTGAGE",71000
590081,"8 years","MCCALEB TOOL SUPPLY INC","MORTGAGE",32500
991183,"3 years","T-mobile USA","MORTGAGE",75000
991075,"2 years","Davidson Clock Company","MORTGAGE",68000
924276,"4 years","e-Dialog","MORTGAGE",71000
689421,"5 years","valspar","MORTGAGE",42000
356100,"< 1 year","Calpers","MORTGAGE",31000
415218,"10+ years","Accel","MORTGAGE",35100
372640,"1 year","Allegiance Bank Texas","MORTGAGE",53000
668822,"10+ years","Milwaukee Fire Department","MORTGAGE",80000
692093,"7 years","911th AW","MORTGAGE",40800
584615,"2 years","MERCY HOME CARE","MORTGAGE",90000
651148,"4 years","Bentonville Public Schools","MORTGAGE",53000
468076,"7 years","guardian","MORTGAGE",36996
644771,"4 years","CSL Plasma","MORTGAGE",91000
1094276,"5 years","PM of Dayton","MORTGAGE",39600
977606,"10+ years","ieb local1","OWN",43200
1257475,"10+ years","South Plains Steel, Inc.","OWN",50000
623945,"4 years","CACI","OWN",113500
581557,"5 years","pepsico bev.and foods","OWN",95000
493928,"9 years","St. Thomas More Parish School","OWN",43200
663107,"2 years","fairfeild inn and suits","OWN",12000
780620,"6 years","dept of justice","OWN",59000
1232372,"10+ years","new york city police department","OWN",79200
612137,"8 years","Manor Downs","OWN",33600
967142,"9 years","Children's Aid Society","OWN",68000
548690,"2 years","Intergramed America","OWN",78000
336496,"< 1 year","","OWN",40000
642180,"3 years","University of North Texas","OWN",63500
969396,"10+ years","PCS PHOSPHATE","OWN",120000
728168,"10+ years","pinchapenny","OWN",69000
1244230,"6 years","forsyth board of education","OWN",34056
595814,"10+ years","","OWN",130000
596463,"10+ years","","OWN",145000
619286,"4 years","East Alabama Medical Center","OWN",26000
621019,"10+ years","UPS","OWN",75000
918849,"4 years","ASC Profiles","OWN",85000
570689,"2 years","Atlantic Development and Coal","OWN",85000
467466,"2 years","Jamba Juice Company","RENT",103000
815950,"3 years","iptogo llc","RENT",83000
1211332,"2 years","baker tanks","RENT",54000
712786,"3 years","Tampa gem lab","RENT",45000
730729,"2 years","EMR Co","RENT",24000
1086980,"< 1 year","Public Storage","RENT",20400
904494,"10+ years","cooper b-line","MORTGAGE",38000
1082748,"10+ years","Hinshaw & Culbertson","MORTGAGE",71500
1192680,"3 years","HENRY SCHEIN DENTAL","MORTGAGE",130000
780647,"< 1 year","PPT","MORTGAGE",30000
821961,"10+ years","WORKERS COMPENSATION","RENT",35417
898778,"3 years","Central CT Surgeons","MORTGAGE",46800
1021618,"3 years","Minerl Area Regional Medical Center","MORTGAGE",72000
757402,"4 years","","MORTGAGE",550000
1228805,"10+ years","East Batton Rouge Parish Schools","MORTGAGE",54000
1289321,"6 years","billy howell ford","MORTGAGE",52000
1230160,"10+ years","onslow memorial hospital","MORTGAGE",150000
996169,"5 years","Tampa Gem Lab","RENT",42000
1202347,"10+ years","US Air Force","MORTGAGE",120000
784556,"10+ years","Mountain View School District","MORTGAGE",70000
899861,"10+ years","Illinois Student Assistance Commission","MORTGAGE",105508
735549,"2 years","Hinshaw  and  Culbertson","MORTGAGE",117000
1064875,"2 years","","MORTGAGE",225000
849225,"3 years","Gold Canyon International","MORTGAGE",75000
1016191,"3 years","Spirit Cruises","MORTGAGE",24000
1010930,"4 years","J. Josephson Inc.","MORTGAGE",75000
660205,"4 years","Western Beverage","MORTGAGE",51996
768400,"5 years","SRA International","MORTGAGE",84780
947425,"10+ years","MR.SHIPP'S PIZZA INC.","MORTGAGE",75000
504439,"4 years","CH2M Hill","MORTGAGE",40000
944554,"< 1 year","BAE Systems","MORTGAGE",222000
1201836,"2 years","Honolulu Academy of Arts","MORTGAGE",82000
424186,"4 years","Self Employed","MORTGAGE",25000
950698,"10+ years","Beckman Coulter, Inc.","MORTGAGE",99000
1097646,"10+ years","Broaridge","MORTGAGE",82000
937204,"2 years","Department of Defense","MORTGAGE",80569
1254255,"< 1 year","Rare Moon Media","MORTGAGE",110000
373920,"10+ years","Deutsche Bank","MORTGAGE",120000
821695,"4 years","Electronic Arts","MORTGAGE",145000
1084069,"6 years","First Solar","MORTGAGE",90000
974177,"3 years","Spartanburg School District 1","MORTGAGE",33000
762468,"10+ years","Call One","MORTGAGE",110000
491513,"10+ years","Fiserv Inc.","MORTGAGE",62100
432864,"10+ years","City of Hayward","MORTGAGE",173088
496721,"< 1 year","National Benefit Services","MORTGAGE",34320
1142796,"3 years","Advantage supply","MORTGAGE",58000
1210846,"2 years","ATT","MORTGAGE",112000
1280901,"10+ years","dr reynaldo godines","OWN",17500
1253362,"< 1 year","Plant Engineering and Maintenance","OWN",50000
717656,"1 year","Roswelll Regional Hospital","OWN",41604
1015267,"3 years","PI","RENT",47908
888972,"1 year","keypoint government solutions","RENT",57000
807053,"4 years","Continental Industries Group, Inc","RENT",55000
1064310,"10+ years","clerk of courts","RENT",21600
857203,"8 years","","RENT",50400
954948,"10+ years","U. S. Department of State","MORTGAGE",156000
534988,"2 years","US FoodServices","MORTGAGE",52000
1259350,"10+ years","General Electric","MORTGAGE",80000
725127,"10+ years","Detroit Medical Center","MORTGAGE",74500
525908,"2 years","American Maritime Officers Plans","MORTGAGE",78000
1192050,"5 years","","OWN",102000
354618,"10+ years","Capable Controls Inc","RENT",83004
1189245,"10+ years","Mission Hospital","MORTGAGE",94000
482671,"10+ years","US Postal Service","MORTGAGE",52524
544564,"10+ years","Bureau of Engraving and Printing","MORTGAGE",120000
808476,"2 years","Bay Clinic","MORTGAGE",120000
1085962,"4 years","Valley View Casino and Hotel","MORTGAGE",107000
1225741,"6 years","Entergy","MORTGAGE",124000
800302,"8 years","CBS Radio Philadelphia","MORTGAGE",130000
488063,"10+ years","norman photography","MORTGAGE",70000
1048503,"10+ years","Kohls","MORTGAGE",57400
1040495,"10+ years","Target Stores","MORTGAGE",82500
652692,"10+ years","aol","MORTGAGE",105000
807025,"6 years","US LUGGAGE","MORTGAGE",45600
700445,"< 1 year","Booz Allen Hamilton","MORTGAGE",125004
674792,"10+ years","Best Buy","MORTGAGE",56004
1254413,"3 years","Catalyst Rx","MORTGAGE",145000
706526,"5 years","NorthgateArinso","MORTGAGE",66500
746952,"6 years","ISD #11","MORTGAGE",64000
1051928,"8 years","Wire & Cable Specialties,Inc","MORTGAGE",180000
785377,"1 year","British Telecom","MORTGAGE",110004
745154,"10+ years","BIC USA Inc","MORTGAGE",130000
952738,"10+ years","quality inn","MORTGAGE",10800
579554,"< 1 year","clovernook health care","MORTGAGE",74000
657296,"10+ years","United Airlines","MORTGAGE",176000
1108372,"2 years","SunTrust Bank","MORTGAGE",120000
1081707,"5 years","local union 5","MORTGAGE",95000
517723,"7 years","Utopic Results LLC","MORTGAGE",250000
969571,"2 years","Overwatch Systems","MORTGAGE",78420
448033,"3 years","CFAW","MORTGAGE",105000
1091751,"2 years","RBS Securities","MORTGAGE",750000
704842,"10+ years","Wells Fargo","MORTGAGE",201996
444616,"10+ years","Self Employed Since 1981","MORTGAGE",115000
819600,"10+ years","Micro-Fab, LLC","MORTGAGE",60000
599876,"10+ years","united States Army","MORTGAGE",65856
1060478,"10+ years","","MORTGAGE",164000
746096,"4 years","Statye of Michigan Dept of Corrections","MORTGAGE",70000
846134,"< 1 year","Baker Hughes","MORTGAGE",232500
659153,"10+ years","University of Florida","MORTGAGE",186480
607627,"3 years","Amazon.com","MORTGAGE",204000
450035,"10+ years","WA State Office of Attorney General","MORTGAGE",42588
419819,"10+ years","The Travelers Companies Inc.","MORTGAGE",85000
749334,"2 years","Orange County Public Schools","MORTGAGE",36000
409339,"1 year","Beyond Appraisal, Inc.","MORTGAGE",83000
1024878,"7 years","Merrill Lynch","OWN",116000
711011,"3 years","Action Carting","OWN",66996
466914,"8 years","Interactive Data Corporation","OWN",300000
696551,"1 year","Healthcare Solutions Holdings  LLC","OWN",300000
1041104,"< 1 year","DHL","RENT",62000
909436,"< 1 year","Uni Circuits","RENT",28500
703404,"5 years","Hart  and  Cooley","RENT",32004
1272414,"6 years","AT&T","RENT",83000
647317,"4 years","us navy","RENT",50760
492650,"2 years","Capital One Financial","MORTGAGE",102000
1106155,"3 years","CM Products","MORTGAGE",72000
705732,"10+ years","County of Fresno","MORTGAGE",44400
680745,"4 years","TIB Bank","MORTGAGE",27000
946189,"8 years","CheckFreePay","MORTGAGE",65000
977241,"9 years","ARINC","MORTGAGE",120000
1007691,"10+ years","commonwealth of pennsylvania","MORTGAGE",63996
869196,"10+ years","maxim helathcare","OWN",60000
1215448,"10+ years","bcpd","MORTGAGE",70000
781788,"8 years","boulder police department","MORTGAGE",77000
781883,"8 years","New England Detriot Diesel","MORTGAGE",48000
688589,"1 year","RICOH BUSINESS","MORTGAGE",52000
965872,"1 year","unified business technologies","MORTGAGE",88000
847053,"10+ years","RCN","MORTGAGE",66000
749360,"7 years","other","MORTGAGE",75000
748211,"8 years","Columbus Data Services","MORTGAGE",153000
1202973,"4 years","k t feldspar","MORTGAGE",40904
1034473,"2 years","Teleflex Medical","MORTGAGE",45000
1059435,"6 years","Productionn services Network (PSN)","MORTGAGE",81600
959207,"3 years","Markit","MORTGAGE",69996
1062555,"7 years","Hampton Lumber","MORTGAGE",48000
951310,"10+ years","Hawk Eye Electric","MORTGAGE",168000
934179,"10+ years","AAA Auto Club South","MORTGAGE",54996
676104,"7 years","Ray Catena Motor Car","MORTGAGE",60000
807613,"10+ years","DYNAX AMERICA CORP","OWN",45000
667057,"< 1 year","nurse finders","RENT",14400
680659,"1 year","","MORTGAGE",73000
1285644,"5 years","REHAB STAFFING","MORTGAGE",84000
752982,"10+ years","CCS","OWN",74400
1020451,"5 years","Atlas Services","MORTGAGE",52000
951875,"2 years","","MORTGAGE",200000
694832,"3 years","DST/Argus Health Systems","MORTGAGE",82140
1210204,"4 years","NC Vocational Rehabilitation","MORTGAGE",35000
721084,"7 years","HireStrategy","MORTGAGE",150000
1269261,"8 years","H. Barber & Sons, Inc.","MORTGAGE",42336
789916,"10+ years","Colorado College","MORTGAGE",72000
1065670,"5 years","Verizon","MORTGAGE",198204
901247,"9 years","Tulare County Assoc. Of REALTORS","MORTGAGE",50000
680260,"2 years","Hershey's","MORTGAGE",56000
696053,"5 years","hydro-quip manufacturing and supply inc.","MORTGAGE",38000
696613,"2 years","Rocky Mountain Energy Solutions","OWN",68240
1074632,"10+ years","","OWN",130000
689902,"2 years","Josh Simmons","RENT",30000
821930,"5 years","marriott intl","RENT",50000
947554,"6 years","United States Navy","RENT",98000
710511,"8 years","SARA LEE BAKERY GROUP","MORTGAGE",62400
762028,"10+ years","M-DCPS","MORTGAGE",49068
1220067,"10+ years","FEDEX","MORTGAGE",64000
936293,"2 years","Collier county sheriff office","MORTGAGE",53000
883169,"3 years","ny-ny hotel and casino","OWN",30000
770653,"10+ years","Department of Human Resources","MORTGAGE",45943
1224959,"2 years","Active Network","MORTGAGE",80000
1217741,"2 years","Commercial Real Estate Firm","MORTGAGE",131000
992582,"5 years","United Healthcare","MORTGAGE",140967
1111676,"6 years","","MORTGAGE",48000
1197256,"8 years","Broward sheriff fire rescue","MORTGAGE",106000
746711,"4 years","home depot","MORTGAGE",24000
812059,"4 years","SunTrust Bank","MORTGAGE",95000
943119,"9 years","department of homeland security","MORTGAGE",108000
1237866,"10+ years","San Diego Unified School","MORTGAGE",75000
801371,"10+ years","BP","MORTGAGE",144996
1051993,"10+ years","Locus Telecommunications-KDDI","MORTGAGE",63000
1169295,"10+ years","McCarthy, Inc.","MORTGAGE",60000
1052594,"10+ years","Fluke Networks","MORTGAGE",140000
918052,"4 years","Desert Glory Ltd","MORTGAGE",137000
1046808,"8 years","Media Collections Inc, Joseph, Mann & Cr","MORTGAGE",200000
1251636,"8 years","PetSmart","MORTGAGE",60000
735517,"10+ years","Monroe Clinic Hospital","MORTGAGE",76800
1056097,"2 years","Belleville Emergency Physicians","MORTGAGE",250000
1007352,"< 1 year","Cardinal Solutions","MORTGAGE",85000
918521,"3 years","CITY OF LAUDERHILL","MORTGAGE",75000
740675,"7 years","Wells Fargo Investments","MORTGAGE",168000
994159,"8 years","Syncsort","MORTGAGE",129500
887651,"8 years","ceasars corp","MORTGAGE",45000
761795,"3 years","Alston & Bird","MORTGAGE",185000
849756,"6 years","Fedex Express","MORTGAGE",45000
839520,"< 1 year","Occidental Petroleum","MORTGAGE",125000
991394,"10+ years","Straine Consulting","MORTGAGE",100000
969392,"10+ years","Dell","MORTGAGE",90525
1038990,"2 years","Dept. of Veteran Affairs","MORTGAGE",96000
679055,"4 years","JP Morgan Chase Bank N.A","MORTGAGE",480000
817656,"1 year","M-I Homes","MORTGAGE",69996
680428,"10+ years","RBC Capital Markets","MORTGAGE",240734
913739,"6 years","Pitney Bowes","OWN",46000
1222449,"9 years","Dept Of Homeland Security","OWN",80400
971326,"< 1 year","Whitaker Companies","OWN",96000
698746,"< 1 year","access general insurance","RENT",32400
938849,"10+ years","Results Radio","RENT",105000
1224523,"4 years","Oracle Inc.","MORTGAGE",85000
1073620,"6 years","Actelion Pharmacueticals US Inc","MORTGAGE",165000
684557,"2 years","VieBridge, Inc.","MORTGAGE",90000
766328,"4 years","MOTOROLA, INC.","MORTGAGE",96000
1092430,"10+ years","St. Lukes Hospital","MORTGAGE",50000
1070336,"6 years","Floyd and Green DBA Prism  Inc.","MORTGAGE",42996
983966,"9 years","Hamilton Sundstrand","MORTGAGE",68004
1033044,"10+ years","San Bernardino City School District","MORTGAGE",61000
1053487,"7 years","imgram micro","MORTGAGE",72000
1103391,"10+ years","Norwalk Public Schools","OWN",89000
268848,"7 years","HD of Daytona","MORTGAGE",65000
639411,"2 years","hycroft resources & development","RENT",53000
462967,"2 years","Silver Lining Investment Properties LLC","RENT",29000
611450,"8 years","Applebee's","MORTGAGE",46500
1067395,"3 years","Department Of Veterans Affairs","MORTGAGE",75000
1247818,"10+ years","Winkle Bus Inc","MORTGAGE",105000
616829,"1 year","Navy","MORTGAGE",68553
590025,"9 years","Mobile Home Depot","MORTGAGE",26000
355245,"10+ years","Genesys Regional Medical","MORTGAGE",52320
1084615,"< 1 year","Starpoint Properties, LLC","OWN",31200
1109296,"6 years","City of New York,HRA MIS","RENT",105000
867498,"10+ years","American greetings","RENT",42000
777368,"5 years","BB&T","RENT",57500
1100799,"1 year","Itech Us","RENT",80000
673939,"2 years","Sabritec","RENT",68500
559557,"3 years","State of California","RENT",30000
574061,"< 1 year","Greens Restaurant","RENT",25000
555642,"4 years","Council of the Americas","RENT",68500
1078209,"2 years","Genentech","RENT",65000
662579,"10+ years","Lahey Clinic","RENT",122000
579269,"3 years","Inenvi, LLC","RENT",38400
899922,"10+ years","US Army","MORTGAGE",69936
1066752,"< 1 year","Anderson Biro","OWN",50000
707910,"3 years","sk food specialty processing","RENT",36000
992983,"4 years","Review and Herald Publishing Association","RENT",44400
